batcher, 1024, 10, 0.121611
batcher, 32768, 15, 0.270830
batcher, 1048576, 20, 2.260649
batcher, 4194304, 22, 8.361303
bitonic, 1024, 10, 0.115973
bitonic, 32768, 15, 0.422569
bitonic, 1048576, 20, 2.419889
bitonic, 4194304, 22, 9.221990
