batcher-odd-even, 10, 1024, 0.001212
batcher-odd-even, 15, 32768, 0.081490
batcher-odd-even, 20, 1048576, 4.830113
batcher-odd-even, 22, 4194304, 23.289202
bitonic, 10, 1024, 0.001422
bitonic, 15, 32768, 0.096695
bitonic, 20, 1048576, 5.189872
bitonic, 22, 4194304, 24.934792
std-sort, 10, 1024, 0.000613
std-sort, 15, 32768, 0.020958
std-sort, 20, 1048576, 0.858704
std-sort, 22, 4194304, 3.701961
