batcher, 10, 1024, 0.331087
batcher, 15, 32768, 0.295400
batcher, 20, 1048576, 1.962053
batcher, 22, 4194304, 7.904796
bitonic, 10, 1024, 0.106983
bitonic, 15, 32768, 0.234257
bitonic, 20, 1048576, 2.236271
bitonic, 22, 4194304, 9.615923
